id,label,canopy,comment_count,reply_count,mention_count,thread_count,total_likes,avg_likes,first_timestamp,last_timestamp,threads,text_sample
106026740199636992,nn.land,canopy_185,1,0,0,0,3,3.0,1779761437,1779761437,[],"Iya oy, duit cash di dompet cuma puluhan ribu. Tapi identitas lah yg bisa membantu aku kembali ke rumah orang tuaku🥺 awl🐣"
119419377912877056,ur_angelbby,canopy_071,1,0,0,0,11,11.0,1780488658,1780488658,[],jujur sering kepikiran ini jugaa wkwk d
134975594403930112,ellba.anaside,canopy_137,1,0,0,0,1,1.0,1780375199,1780375199,[],"meski ga bawa dompet KTP ku selalu aku bawa. aku selalu mikir, kalau ada apa apa biar yg nolong bisa langsung ngabarin keluargaku😭 Ellba🧚‍♀️"
6509672677845843969,nirwanajune,canopy_022,1,0,0,0,0,0.0,1782212185,1782212185,[],Iya lagi. Ktp ketinggalan aja panik june🫧
6523428105334456322,yourtiramisuuu,canopy_051,1,0,0,0,10,10.0,1779713184,1779713184,[],"Wkwkw selalu mikir gini, makanya kemana2 bawa dompet Misya"
6529308456757985282,anakk.tengahh,canopy_174,1,0,0,0,3,3.0,1779855509,1779855509,[],"iyalagi,knp dah pikiranku sejauh itu😭 I'm Faoo"
6530552777457238017,mhrlnmusaa_,canopy_055,1,0,0,0,4,4.0,1782036544,1782036544,[],kl gw selalu ngabarin tmn random biar kl gw ilang atau knp” dia bisa jd saksi gw lagi dimana😭 elin 🖤
6534977541097570305,4ndyyjie,canopy_105,1,0,0,0,2,2.0,1780210718,1780210718,[],"ayahku pernah bilang ""sekalipun ga bawa dompet, harus tetep bawa ktp dan kartu nama ayah, supaya sewaktu-waktu ada apa-apa ayah bisa tau"" myth-ji"
6539111130748452865,iniyugo,canopy_024,1,0,0,0,42,42.0,1779685702,1779685702,[],ini mah emang normal sih Yugooo
6541639334453215233,anaknyamikasa,canopy_154,1,0,0,0,2,2.0,1781080929,1781080929,[],"sumpah dompetku gaada cashnya, tp masih ku bawa kmn², kata mamaku biar KLO ada apa² bisa jaga² jadi gampang😭. p maksud yg gampang Koro Sensei"
6589861717978136578,nimaskasihkrisetiarti,canopy_038,1,0,0,0,3,3.0,1779694941,1779694941,[],Makany bapakku marah klo aku gabawa dompet ternyata ini alasannya kalo dijalan ada apa2😭 Nimas Kasih
6596423911494434817,mas_all927,canopy_169,1,0,0,0,3,3.0,1779631904,1779631904,[],itu fikiran orang tua gw gw dri dulu ga suka bawa dompet pas bikin KTP di suruh make dompet biar KTP kebawa Mulu pdhl ribet klo bawa dompet Bokirrr Uyee 🕳️🤸
6611842835128795137,andmhdaliakbr,canopy_110,1,0,0,0,3,3.0,1779941091,1779941091,[],"gw baru tau juga,sebelum alm ayah meninggal dia selalu berpesan bawa dompet kemana kamu pergi,semisalnya ada musibah di jalan orang gak repot buat nyari identitas kamu,itu pesen terakhir sebelum dia pergi🥺 abay11🌀"
6616200298652958722,min_insya14,canopy_052,1,0,0,0,2,2.0,1779893816,1779893816,[],pernah mikir gini juga dulu bahkan pernah juga buka semua lock HP biar bisa lgsg hubungi keluarga😁 min14
6688554928719643649,zrrrrrr64,canopy_049,1,0,0,0,9,9.0,1779670059,1779670059,[],"semenjak dewasa gw kemana mana selalu bawa dompet, ya walaupun isinya cuman 10k🗿 ijarr"
6706433608792802305,4apph,canopy_089,1,0,0,0,2,2.0,1780806055,1780806055,[],kontak mama dan bapa harus disematkan biar klo gw kenapa² diperjalanan org² bisa hubungi langsung ke wa ortu gw🥲 ˢᵐᵒˡˡ əififah
6733504201782395905,abizawalwiguna,canopy_009,1,0,0,0,3095,3095.0,1779682731,1779682731,[],"lah gw kira ini normal, gw selalu mikir gini kalo keluar. setidaknya ada yang tau identitas gua misal gua kenapa"" abi"
6744584940111905794,rksrtika_,canopy_018,1,0,0,0,7,7.0,1779845510,1779845510,[],tim yang KTP selalu di taro di jok motor ➷ ikkaa ✮
6749192041500525569,ptrlskxy0,canopy_146,1,0,0,0,1,1.0,1779667287,1779667287,[],"rill, dulu pas awal punya ktp gua ngerasa gaperlu2 bgt buat dibawa. skrg makin dewasa kemana2 jadi mesti bawa ktp biar klo kenapa2 seenggaknya ada identitas jelas😭 2006"
6754421722797048833,adz_.0._,canopy_010,1,0,0,0,14,14.0,1779652926,1779652926,[],"Gua pernah, saat di perjalanan jauh, kunci layar HP gua sengaja di nonaktifkan. 𝘧𝘳𝘪𝘦𝘯𝘥𝘴𝘩𝘪𝘱☄🇨🇳"
6774894159096153089,turi17_,canopy_102,1,0,0,0,0,0.0,1782185349,1782185349,[],dari dulu pengen buat dog tag Turi
6776674034375263234,little.babbyyyy,canopy_194,1,0,0,0,1,1.0,1781058746,1781058746,[],"ini kata ayah gua begini, biar kalo kenapa napa ada yang nganterin pulang ."
6784144101794513921,honey.beee16,canopy_175,1,0,0,0,1,1.0,1779683105,1779683105,[],"gue yg kemana2 selalu terselip catatan kontak darurat (Ortu, Pacar, adek) . tiap keluar rumah kepikirn kalo knpa2 dijalan dan org gabisa buka hp gue bisa hubungin yg di catetan itu🙂 Capt Bee'"
